,COUNTRY,YEAR,HEALTH_EXPENDITURE_PER_CAPITA,LIFE_EXPECTANCY_AT_BIRTH,GOV_DEBT_PCT_OF_GDP,GDP_PER_CAPITA,IMPORTS_PCT_OF_GDP,GOV_ED_SPEND_PCT_GDP,CHAOS
7199,Albania,2008,251.3793143,76.6323170732,NA,4370.5396465315,56.4371444197,NA,63
7200,Arab World,2008,220.3509612,69.1879394678,NA,6167.5393962777,40.8405191176,NA,26
7201,United Arab Emirates,2008,1352.734273,76.2147560976,NA,45720.0178979792,69.6456553242,NA,57
7202,Argentina,2008,685.8287798,75.308195122,NA,8992.5896191967,18.2619958881,12.3620300293,80
7203,Armenia,2008,148.8094478,73.9438780488,NA,3919.9754738106,40.6557586181,NA,42
7204,Antigua and Barbuda,2008,701.6668735,74.9868780488,73.7689564859,15786.1728395062,70.6726532519,NA,98
7205,Australia,2008,4237.325402,81.3951219512,18.2862641677,49628.1151270179,22.3594390551,17.6407299042,77
7206,Austria,2008,5211.409983,80.2341463415,NA,51386.3766511975,48.9701226378,23.3029594421,45
7207,Azerbaijan,2008,240.6971006,70.0629268293,4.5765379747,5574.6038021861,23.4667590166,NA,55
7208,Burundi,2008,14.68895397,51.5565853659,NA,182.6878012523,37.926160448,14.8005599976,66
7209,Belgium,2008,4715.100927,79.6804878049,6.757640315,48424.5755963147,79.2120678066,21.8568401337,37
7210,Benin,2008,31.01607861,58.216,NA,794.8701760641,33.6432797971,12.015999794,29
7211,Burkina Faso,2008,38.64379586,54.094195122,NA,567.7341866564,26.3432415494,NA,90
7212,Bangladesh,2008,19.02623063,68.6807073171,NA,618.0758835593,24.9620555505,8.5254497528,89
7213,Bulgaria,2008,474.1028261,72.9634146341,NA,7296.1224785859,71.9663642684,22.6992301941,92
7214,Bahrain,2008,726.6562574,75.9766097561,7.2926331992,23043.0253174017,63.3052282491,NA,10
7215,"Bahamas, The",2008,1728.916375,74.2474390244,NA,23657.365306222,53.9825262379,NA,93
7216,Bosnia and Herzegovina,2008,424.5459477,75.5109756098,NA,4974.6622666614,59.3498529775,NA,21
7217,Belarus,2008,378.2269586,70.456097561,10.6566343685,6376.1731149128,68.6617233271,NA,88
7218,Belize,2008,237.1144993,72.8077073171,78.7395484195,4473.4179085974,69.6529652403,15.4492502213,92
7219,Bolivia,2008,83.60356692,65.6857073171,NA,1736.9274104667,37.9604649665,18.410369873,39
7220,Brazil,2008,714.2518084,72.5338780488,60.6559322246,8706.8191419037,13.7236024275,18.402879715,1
7221,Barbados,2008,995.9008064,74.4675853659,74.0605950929,16570.5593507827,52.9597388466,22.5451393127,73
7222,Brunei Darussalam,2008,820.5773813,77.606195122,NA,37798.3935034007,27.6146073861,NA,93
7223,Bhutan,2008,95.2704058,65.9626829268,60.4102550051,1810.576177044,57.9472088265,7.3138399124,60
7224,Botswana,2008,307.0698883,46.2503658537,NA,5561.8982428225,51.0419431316,NA,80
7225,Central African Republic,2008,20.42203549,46.7291219512,NA,463.8276186307,23.4338772872,NA,24
7226,Canada,2008,4623.134864,80.5432195122,43.73228517,46596.3359912609,32.6010951508,NA,7
7227,Switzerland,2008,7103.957382,81.9926829268,26.2041634406,72119.5608730311,52.3843760024,18.7331695557,62
7228,Chile,2008,731.9932543,78.6174146341,NA,10791.0201852467,39.5346962915,13.8716802597,8
7229,China,2008,154.9317763,74.5798292683,NA,3471.2475472623,25.1068988012,NA,72
7230,Cote d'Ivoire,2008,82.71096205,48.7866341463,NA,1257.6755819286,40.1587660075,NA,79
7231,Cameroon,2008,60.34994546,52.8558292683,NA,1191.7095543673,28.2120187912,5.884250164,61
7232,"Congo, Rep.",2008,63.78929218,55.9340487805,NA,3094.1097195938,47.002482233,NA,12
7233,Colombia,2008,357.7052746,72.9435365854,64.7649385397,5433.706412432,20.2625774078,12.3898801804,58
7234,Comoros,2008,42.24443518,59.7497073171,NA,786.1795768779,49.3404109967,28.8109092712,39
7235,Costa Rica,2008,592.7907081,78.9004878049,NA,6911.1392563638,55.1915344473,16.5186195374,29
7236,Cuba,2008,584.0994651,78.3410487805,NA,5385.7407270121,24.3496150892,46.4083900452,98
7237,Cyprus,2008,2182.163605,79.0049512195,NA,35390.7048833763,60.9543913789,26.1973800659,53
7238,Czech Republic,2008,1480.723945,76.9756097561,24.4160528134,22649.3793400813,61.1958471325,12.4621200562,97
7239,Germany,2008,4717.782713,79.7365853659,NA,45699.1983232962,37.4850297064,15.100810051,1
7240,Dominica,2008,315.5045565,NA,60.560328539,6464.2172822785,62.7324171382,17.4333305359,100
7241,Denmark,2008,6394.974835,78.4463414634,NA,64181.9946654657,50.5716957609,24.1560592651,61
7242,Dominican Republic,2008,244.4371882,72.3497804878,NA,5011.0530174822,37.4495320975,6.8642001152,83
7243,Algeria,2008,183.1878414,70.3270731707,NA,4912.25194082,28.7111764636,NA,82
7244,Ecuador,2008,268.400481,75.1765121951,NA,4274.9408206207,33.8933078228,NA,65
7245,"Egypt, Arab Rep.",2008,101.2424499,70.0136097561,NA,2061.6127722526,38.6376326075,NA,75
7246,Euro area,2008,4130.158435,80.3348441812,NA,42225.3091028992,38.6982075888,18.9733695984,86
7247,Eritrea,2008,8.714389376,60.1472439024,NA,306.6651439196,26.1321934002,NA,4
7248,Spain,2008,3145.84861,81.1756097561,33.8680021208,35578.736189717,30.4419341574,20.0016098022,54
7249,Estonia,2008,1059.773783,73.7707317073,NA,18094.5473954875,70.7251864261,25.2230491638,74
7250,European Union,2008,3533.335219,79.099352268,NA,38095.2048625335,38.7370140394,21.6990604401,46
7251,Finland,2008,4262.294505,79.5682926829,NA,53401.3148725198,41.4338886279,17.7035503387,69
7252,Fiji,2008,153.5873858,69.021,NA,4178.3216907354,73.5795912641,NA,3
7253,France,2008,4876.860392,80.8682926829,NA,45413.065712185,29.1376105419,17.4976196289,72
7254,Gabon,2008,283.4052445,61.3857073171,NA,10523.2702492172,26.7991605832,NA,94
7255,United Kingdom,2008,3875.279305,79.6,55.736288015,46523.2654539202,30.7484155339,22.1570396423,45
7256,Georgia,2008,260.7800943,73.396804878,27.0177714561,3174.9490006864,58.4035772586,14.8025999069,6
7257,Ghana,2008,68.97737556,60.0299512195,NA,1234.0799001109,44.4847683116,12.6941099167,100
7258,Guinea,2008,26.26237161,54.4784390244,NA,433.0747552342,40.0766113973,7.6023201942,17
7259,"Gambia, The",2008,25.21691767,57.618804878,NA,608.6464388319,39.8797786646,15.488240242,100
7260,Guinea-Bissau,2008,34.2202573,53.0817317073,NA,553.4750996396,32.8750594389,NA,67
7261,Equatorial Guinea,2008,792.4367372,50.3957317073,NA,28780.5764836217,44.7922577805,NA,68
7262,Greece,2008,3084.808653,79.9390243902,NA,31997.2820108813,35.9681466012,NA,13
7263,Grenada,2008,473.560117,72.014804878,NA,7946.6385006439,54.6941524664,NA,54
7264,Guatemala,2008,199.1236612,70.3891463415,20.0539450244,2774.3691876939,39.406973812,10.741350174,48
7265,Guyana,2008,164.6209024,65.287195122,NA,2569.9885057943,85.7971162565,NA,43
7266,High income,2008,4128.846117,78.0889013912,NA,40459.4900857253,30.9456700013,18.853269577,96
7267,"Hong Kong SAR, China",2008,NA,82.3756097561,29.8903585388,31515.6627713018,198.6031518834,12.3747301102,51
7268,Honduras,2008,159.2731444,72.2343414634,NA,1899.5501337938,84.4236785055,NA,72
7269,Heavily indebted poor countries (HIPC),2008,41.18229041,56.1495101402,NA,697.9932897191,39.1212503977,NA,95
7270,Croatia,2008,1224.041833,75.912195122,NA,15893.8605622792,46.5173943836,NA,92
7271,Haiti,2008,36.3918578,60.8704146341,NA,674.749539514,44.1913085119,NA,13
7272,Hungary,2008,1145.756705,73.7024390244,72.4526885091,15669.2592867275,79.3398689221,21.5412807465,78
7273,Indonesia,2008,61.11902839,69.6852926829,34.2250282106,2167.8576503278,28.7531154639,11.3552999496,22
7274,India,2008,43.29025768,65.1133902439,57.8705923209,991.5153758311,28.6682399838,NA,26
7275,Ireland,2008,5393.250731,79.1414634146,46.7911460952,61235.4006302281,75.5995703766,18.0709209442,75
7276,"Iran, Islamic Rep.",2008,312.7916034,72.4842439024,NA,5476.1584219097,22.4779730149,14.1622800827,82
7277,Iraq,2008,142.1863734,68.7346829268,NA,4512.9851443381,30.727236045,NA,42
7278,Iceland,2008,4959.461084,81.6097560976,79.6043298426,55229.6107604237,43.7028792619,25.6925296783,33
7279,Israel,2008,2075.986909,80.9512195122,NA,29657.4420084852,38.8248711645,19.8473396301,61
7280,Italy,2008,3441.079594,81.3853658537,NA,40640.1846549619,27.7534669663,23.0806598663,9
7281,Jamaica,2008,272.4672457,72.3230243902,120.4172682066,5119.344952993,71.6343439204,15.8114004135,44
7282,Jordan,2008,326.2351151,73.1197804878,56.7848801527,3655.8581243726,87.5113184822,12.3294897079,16
7283,Japan,2008,3258.802592,82.5875609756,NA,39339.2975731826,17.5171530137,21.6270294189,53
7284,Kazakhstan,2008,331.7081456,67.0219512195,NA,8513.5646450681,37.1484197092,NA,21
7285,Kenya,2008,32.92279173,57.6130487805,NA,938.5717623452,34.9045410941,NA,63
7286,Kyrgyz Republic,2008,60.0408296,68.4512195122,NA,966.3936271854,92.5571261315,NA,63
7287,Cambodia,2008,40.54435012,69.5440487805,NA,742.9429233362,67.7770086773,NA,10
7288,Kiribati,2008,183.3485972,67.2305853659,NA,1413.3454118028,98.1366459627,NA,20
7289,St. Kitts and Nevis,2008,603.4913802,NA,NA,14462.6965642173,58.5304501264,NA,71
7290,"Korea, Rep.",2008,1253.187569,79.8326829268,NA,20474.8868492383,49.9721410436,19.2220497131,27
7291,Kosovo,2008,NA,69.4180487805,NA,3254.8606736952,54.246493592,NA,69
7292,Kuwait,2008,1049.382691,73.9829268293,NA,54484.3005124528,25.9237758708,10.3747596741,54
7293,Lao PDR,2008,36.30843204,65.9687804878,NA,900.499553549,44.2121839965,NA,61
7294,Lebanon,2008,529.3398442,78.5224146341,NA,7015.6051778668,69.8626354663,NA,40
7295,Liberia,2008,27.36872282,58.1074878049,NA,231.4432220589,246.8117695569,NA,6
7296,Libya,2008,318.2745862,74.3630731707,NA,14231.6008927012,28.9819460727,NA,13
7297,St. Lucia,2008,502.7500242,73.9944390244,NA,6872.4754662785,68.6718144453,NA,45
7298,Least developed countries: UN classification,2008,34.63780364,59.3417835438,NA,730.4264570663,37.4597979976,NA,97
7299,Low income,2008,23.78210512,59.608813772,NA,482.9620763231,40.3419500571,NA,9
7300,Sri Lanka,2008,67.97538601,73.6199512195,NA,2054.4891915896,38.5275565094,NA,36
7301,Lower middle income,2008,62.73892559,65.2491469696,45.8540173134,1319.6677488363,34.2685140088,NA,27
7302,Low & middle income,2008,155.6481409,67.892699317,NA,3073.2959197323,28.8586167166,NA,79
7303,Lesotho,2008,73.18055255,45.7392439024,44.4220621605,951.1646280336,120.5303119314,22.7921009064,7
7304,Lithuania,2008,934.406832,71.812195122,NA,14961.5681759187,68.7104110946,16.992149353,83
7305,Luxembourg,2008,8305.137791,80.5390243902,12.2940129789,112851.460090742,159.3568214538,15.4976701736,85
7306,Latvia,2008,978.7713052,72.4195121951,NA,16348.53120679,52.5386494048,26.8412303925,78
7307,"Macao SAR, China",2008,NA,79.2661463415,NA,41235.0275951692,47.1584125188,NA,60
7308,Morocco,2008,155.5053149,69.7081707317,45.4427659043,2905.9526796474,49.9304702221,15.5796203613,75
7309,Moldova,2008,193.4219437,68.2272926829,18.4426494931,1695.9728111438,93.6035296018,33.639289856,36
7310,Madagascar,2008,20.43576169,62.4747560976,NA,472.3791007953,56.9084652041,7.7280201912,2
7311,Maldives,2008,475.4462863,75.867097561,32.6683328705,5828.6213743094,98.0730426652,18.5641002655,40
7312,Mexico,2008,598.3377996,76.2266585366,NA,9578.5705620704,30.1729083738,14.1391096115,41
7313,Middle income,2008,175.7506667,69.2651615115,NA,3341.643341181,28.7189117987,NA,80
7314,"Macedonia, FYR",2008,325.134647,74.445902439,NA,4821.5405747127,68.3455855769,NA,4
7315,Mali,2008,44.81993769,52.9032439024,NA,685.5477913042,38.5202005281,11.6214799881,23
7316,Malta,2008,1596.22028,79.4317073171,72.2704202849,21928.7006740562,89.2804548101,20.6636009216,17
7317,Montenegro,2008,465.5248022,74.1020487805,NA,7326.0254028084,93.9992306249,NA,64
7318,Mongolia,2008,135.7432109,66.3571219512,NA,2138.3766793458,67.1809774842,NA,41
7319,Mozambique,2008,23.88768844,48.4938292683,NA,499.8870858182,39.1734698599,NA,63
7320,Mauritania,2008,45.51318259,60.6975121951,NA,1180.5495140793,67.0405088892,10.9176597595,89
7321,Mauritius,2008,362.3596539,72.5707317073,43.0201509917,8030.063005373,66.098587031,9.4748601913,94
7322,Malawi,2008,25.3621033,51.8057317073,NA,382.685389112,39.3090102752,NA,22
7323,Malaysia,2008,288.1877148,74.1614634146,39.799700385,8486.5993327354,77.1688270896,13.0392198563,16
7324,North America,2008,7459.284653,78.1963314652,62.1895465712,48232.3100078821,18.8041139421,21.7716197968,61
7325,Namibia,2008,286.6472813,60.1840731707,16.9935714486,4011.3011688847,66.8530504752,15.7006998062,87
7326,Niger,2008,26.1229603,55.9253902439,NA,358.1914055305,35.6874017164,27.5811195374,43
7327,Nigeria,2008,88.46327179,50.3293902439,11.5287728977,1376.8574487829,25.0898446605,NA,31
7328,Nicaragua,2008,104.6124778,73.0822439024,NA,1517.8036109063,56.4332617612,NA,37
7329,Netherlands,2008,5834.044652,80.2512195122,52.8380084579,56928.8204756806,63.0160068715,15.9974498749,19
7330,Norway,2008,8626.246993,80.5926829268,43.5156846562,96880.5096146393,28.9916634042,17.5992698669,57
7331,Nepal,2008,27.10565947,66.190195122,43.7999872496,476.5565582354,33.2603860932,14.0008001328,57
7332,New Zealand,2008,2820.115297,80.3512195122,36.0560290271,31287.6136423777,32.294215678,15.0044898987,32
7333,OECD members,2008,4148.594221,78.9243950636,NA,37058.5194563319,28.3176490294,19.2220497131,33
7334,Oman,2008,472.708842,75.4470487805,4.1198901704,22963.3781637315,37.1806423237,NA,91
7335,Pakistan,2008,29.03612379,65.7846341463,NA,1042.8017054166,23.2118906102,NA,38
7336,Panama,2008,472.6909846,76.5511707317,NA,7008.9882495651,84.4720294264,NA,76
7337,Peru,2008,254.8406109,73.3072926829,26.0763223476,4208.8680186362,28.0726406108,8.5524997711,5
7338,Philippines,2008,73.81987974,67.9185365854,54.6685131847,1929.1328970269,39.3702260402,8.996430397,98
7339,Palau,2008,903.4777543,NA,NA,9793.8399169427,81.2002019182,NA,42
7340,Poland,2008,955.8201569,75.543902439,44.2676092807,14001.4468819804,43.1912235129,25.2915802002,15
7341,Puerto Rico,2008,NA,78.5589268293,NA,24898.3388400438,63.4553973034,NA,44
7342,Portugal,2008,2424.653293,78.5243902439,NA,24815.6088356622,40.8380575621,18.9733695984,100
7343,Paraguay,2008,167.1767222,71.811804878,NA,3059.9850992135,49.5361681481,NA,89
7344,Qatar,2008,1589.876015,77.8499268293,NA,82990.0709631041,28.0704890332,NA,95
7345,Romania,2008,516.4738511,72.5658536585,NA,10136.4735592475,40.1853434294,NA,71
7346,Russian Federation,2008,594.3471528,67.8487804878,6.4952951779,11635.26037297,22.0729057073,NA,69
7347,Rwanda,2008,46.70646303,60.0924634146,NA,491.9404166077,28.7838353031,7.6765098572,92
7348,South Asia,2008,39.48124882,65.5406428471,57.7107245504,957.8377513085,28.4952202475,NA,13
7349,Saudi Arabia,2008,565.9962788,74.6378780488,NA,19436.8571597589,33.9911288411,NA,35
7350,Sudan,2008,117.7065986,60.9753902439,NA,1248.3552690617,19.5895162629,NA,61
7351,Senegal,2008,53.9788614,62.1926341463,NA,1093.7162746357,52.429433774,17.1395301819,15
7352,Singapore,2008,1576.827387,80.7902439024,97.1051590482,39721.0481819946,209.387661758,9.5172595978,11
7353,Solomon Islands,2008,71.92763188,66.5622195122,NA,1208.346795399,67.2,NA,66
7354,Sierra Leone,2008,64.08575332,44.0674634146,NA,453.7363655061,25.6942848728,NA,85
7355,El Salvador,2008,216.4498998,71.1779512195,40.6443936354,3569.3353934472,49.6985674957,8.5883197784,20
7356,Serbia,2008,673.3951746,73.6365853659,NA,6701.7739127801,54.1389214056,56.3939094543,94
7357,Suriname,2008,405.9839187,69.7757073171,NA,6973.0982392593,52.2581975665,NA,73
7358,Slovak Republic,2008,1399.938591,74.7048780488,31.8524292612,18650.3591154107,83.0806846689,15.2200298309,87
7359,Slovenia,2008,2264.933849,78.7658536585,NA,27501.8102703687,68.0355298383,NA,23
7360,Sweden,2008,4885.635964,81.1,NA,55746.8423811175,43.5460336362,24.79804039,98
7361,Swaziland,2008,214.4505861,47.3458292683,NA,2808.7511020857,68.6800016034,12.3380298615,88
7362,Seychelles,2008,289.1023788,73.1634146341,176.7930794359,11122.8620677142,112.126680879,NA,13
7363,Chad,2008,27.0724164,48.8571707317,NA,929.2795527019,37.5951610058,NA,36
7364,Togo,2008,34.18832225,54.843195122,NA,522.6250070104,51.9361729275,8.6763496399,77
7365,Thailand,2008,161.5873732,73.3222195122,22.4502103239,4384.7826751575,69.0205721025,18.9129600525,64
7366,Tajikistan,2008,39.62066064,66.6045365854,NA,711.508814699,71.7650306128,NA,93
7367,Turkmenistan,2008,80.5203245,64.7540487805,NA,3918.9349267872,40.3756357388,NA,43
7368,Timor-Leste,2008,54.59992585,64.8279268293,NA,673.374537904,117.8674351585,NA,68
7369,Tonga,2008,206.7399932,71.8827073171,NA,3398.8839146536,52.8108618862,NA,67
7370,Trinidad and Tobago,2008,923.9957491,69.3643658537,NA,21188.118565877,35.5317364216,10.3695898056,46
7371,Tunisia,2008,246.3800105,74.3024390244,43.291934906,4342.8231773031,59.2218253667,17.2891998291,62
7372,Turkey,2008,628.2690248,73.534195122,43.479969291,10382.145324304,28.3406773612,NA,17
7373,Tanzania,2008,26.22972475,57.0971707317,NA,657.7287433576,30.7891126982,9.0314102173,84
7374,Uganda,2008,39.44939719,55.6243902439,33.1931998927,459.1097759001,31.978125861,NA,48
7375,Ukraine,2008,257.0189839,68.2514634146,13.8267043297,3891.0378231821,54.9111022978,NA,44
7376,Upper middle income,2008,291.265964,73.3536863243,NA,5511.000663134,27.2059810161,NA,79
7377,Uruguay,2008,721.7403789,76.2951219512,57.2526825176,9062.2905353932,35.0050710389,NA,62
7378,United States,2008,7769.353259,77.9390243902,64.0318000742,48401.4273403899,17.427011651,21.7716197968,7
7379,Uzbekistan,2008,53.16664232,67.6321707317,NA,1082.286025017,40.785377612,NA,76
7380,St. Vincent and the Grenadines,2008,299.1953707,71.8809268293,NA,6370.4378862442,61.949863178,NA,52
7381,"Venezuela, RB",2008,633.0109765,73.8250243902,NA,11224.6467026883,21.0073433733,NA,1
7382,Vietnam,2008,62.51838215,75.0350731707,NA,1164.6125246171,83.9807876875,17.7854003906,22
7383,Vanuatu,2008,98.99089673,70.2477317073,NA,2698.0212401243,57.6184524486,16.7628593445,73
7384,West Bank and Gaza,2008,NA,72.2700731707,NA,1855.4570204588,69.6081516446,NA,60
7385,World,2008,894.7083755,69.8193278085,NA,9372.3942652804,30.3209011368,15.6401600838,3
7386,Samoa,2008,153.1261873,71.837804878,NA,3375.8216396604,47.9738302721,NA,12
7387,South Africa,2008,436.8376722,52.6360243902,26.0184713288,5817.2783387416,37.2429508068,13.1891098022,38
7388,"Congo, Dem. Rep.",2008,14.55590698,48.4395853659,NA,310.7310243982,46.1011887381,NA,85
7389,Zambia,2008,77.926256,51.6221463415,NA,1365.7212052255,30.5355294153,NA,99
7390,Zimbabwe,2008,NA,48.8083414634,NA,327.1990836623,68.0547884699,NA,68
7391,Aruba,2009,NA,74.8161463415,NA,24640.4212441218,76.2765783832,NA,22
7392,Afghanistan,2009,34.88277714,59.1123414634,NA,458.9557815858,42.1992284747,NA,7
7393,Angola,2009,174.3292481,50.2510243902,NA,3678.9476544718,55.4086003999,NA,84
7394,Albania,2009,229.9902366,76.8018780488,NA,4114.1365449095,53.7586956176,NA,80
7395,Arab World,2009,234.9509494,69.3815970406,NA,5203.4201684715,42.3349204623,NA,34
7396,United Arab Emirates,2009,1336.042407,76.4107073171,NA,32905.0538494054,73.8086264962,NA,22
7397,Argentina,2009,725.7401823,75.487097561,NA,8198.5661113629,14.4305337134,13.1893100739,26
7398,Armenia,2009,132.4310577,74.0930487805,NA,2915.5839059087,43.0044011891,NA,69
7399,Antigua and Barbuda,2009,637.5430705,75.1624146341,80.817042785,13979.2626925883,58.5602651023,8.1355695724,13
7400,Australia,2009,4118.488725,81.543902439,24.0018934268,42715.1322619629,22.4225024415,19.9465999603,76
7401,Austria,2009,5125.23938,80.0829268293,NA,47654.1872090808,41.9111804547,25.2920608521,42
7402,Azerbaijan,2009,288.3504606,70.2926585366,6.2950124012,4950.2947914238,23.1082959988,NA,79
7403,Burundi,2009,13.85158431,52.0940731707,NA,190.3942036666,43.1235144794,17.6844902039,88
7404,Belgium,2009,4663.90204,79.9829268293,7.2222950154,44880.5730196227,67.0469434975,21.5629806519,4
7405,Benin,2009,31.80011839,58.5067560976,NA,768.0134764477,32.3287180711,13.0399599075,76
7406,Burkina Faso,2009,41.05828128,54.5576829268,NA,537.2634287055,27.7215067833,NA,8
7407,Bangladesh,2009,22.06894323,69.0819268293,NA,683.6144222723,23.1526633174,7.7756099701,6
7408,Bulgaria,2009,462.7499222,73.412195122,12.9633622101,6955.9877325342,50.7077755501,22.7894001007,77
7409,Bahrain,2009,728.5418561,76.1240487805,15.6294022913,19166.7082382358,49.4981315444,NA,55
7410,"Bahamas, The",2009,1639.559272,74.423902439,NA,22043.0125711709,47.6704575969,NA,87
7411,Bosnia and Herzegovina,2009,440.3345587,75.6558780488,NA,4586.2063131595,48.7746857053,NA,63
7412,Belarus,2009,314.3434558,70.4073170732,19.1851840087,5176.044701382,61.7805884947,NA,7
7413,Belize,2009,258.7087837,73.0432439024,81.9089042321,4263.8071121865,56.2232075857,16.0617904663,26
7414,Bermuda,2009,NA,79.1461707317,NA,88463.3128161375,30.5109312553,NA,46
7415,Bolivia,2009,100.0274566,66.0054634146,NA,1776.8609118836,32.9044492235,21.7359409332,56
7416,Brazil,2009,732.972635,72.8041707317,63.8078150877,8474.8810657661,11.2546204066,19.9680099487,51
7417,Barbados,2009,1025.352248,74.6354390244,84.3174440746,16523.3829717259,44.4480660582,NA,48
7418,Brunei Darussalam,2009,766.3079658,77.7978780488,NA,27726.481053695,35.7894601987,NA,12
7419,Bhutan,2009,82.37075788,66.5076829268,56.7763136832,1786.8106720059,62.2041456363,9.0326700211,58
7420,Botswana,2009,318.0848946,46.3002682927,NA,5115.1214638707,51.8850934176,10.3242998123,94
7421,Central African Republic,2009,16.61487656,47.4049268293,NA,454.3693169169,23.2356555103,4.5300297737,49
7422,Canada,2009,4527.733543,80.717097561,52.1541568173,40773.4543637445,29.9124964511,NA,75
7423,Switzerland,2009,7276.704733,82.043902439,24.4153427713,69672.0047147337,49.8819446884,21.9095306396,55
7424,Chile,2009,760.0180634,78.8185853659,NA,10217.3140258368,29.5975385668,16.1155605316,42
7425,China,2009,188.9810424,74.7316341463,NA,3838.4342921563,19.8531748967,NA,94
7426,Cote d'Ivoire,2009,83.70599746,49.2568292683,NA,1233.3048561242,39.9247873686,NA,50
7427,Cameroon,2009,56.30993812,53.2648536585,NA,1164.7172543709,21.0286537766,7.0890498161,65
7428,"Congo, Rep.",2009,54.40341456,56.5844878049,NA,2428.260232581,50.2054360974,NA,93
7429,Colombia,2009,357.9827645,73.1580731707,68.5788424549,5148.4113436394,18.2491920095,15.6267299652,29
7430,Comoros,2009,30.64341359,59.9781707317,NA,768.7337459608,49.2663476444,NA,15
7431,Costa Rica,2009,618.5440227,79.0825121951,NA,6809.3992643948,41.6965840581,21.8986797333,94
7432,Cuba,2009,650.5523633,78.534,NA,5494.9253114112,15.4536345858,43.4801292419,49
7433,Cyprus,2009,2115.34679,79.1538292683,NA,32105.8159000782,51.8373089495,29.2793197632,88
7434,Czech Republic,2009,1497.876577,77.0780487805,29.5898824706,19698.4920909142,54.9284045421,15.0862102509,87
7435,Germany,2009,4727.199202,79.8365853659,NA,41732.707253158,32.8628448794,17.1886997223,63
7436,Dominica,2009,342.1705948,NA,53.6872112222,6888.8560227246,54.0499621499,13.6164503098,63
7437,Denmark,2009,6464.052193,78.5975609756,NA,57895.5012246202,42.3603470745,28.0810508728,56
7438,Dominican Republic,2009,256.0107168,72.5712195122,NA,4952.6881513794,29.4685970523,6.8906002045,17
7439,Algeria,2009,173.702612,70.4749268293,NA,3875.8220954243,35.9526776081,NA,61
7440,Ecuador,2009,302.1941514,75.3993414634,NA,4255.5555631186,26.8557410861,NA,48
7441,"Egypt, Arab Rep.",2009,117.5537405,70.2280243902,NA,2349.2868646568,31.5966225293,NA,67
7442,Euro area,2009,4050.70017,80.5009373947,NA,38480.2208745896,33.2985496887,21.2762908936,15
7443,Eritrea,2009,10.45386368,60.6633658537,NA,404.1963090455,23.4435177557,NA,87
7444,Spain,2009,3057.745673,81.4756097561,46.0805676544,32333.4661042498,23.8241797756,21.2762908936,23
7445,Estonia,2009,968.2930247,74.8243902439,NA,14726.3139057181,55.8449609992,27.1246109009,68
7446,European Union,2009,3410.972203,79.342697306,NA,33932.1764417491,33.7595812036,21.5629806519,61
7447,Finland,2009,4121.317105,79.7195121951,NA,47107.1557090705,34.260256644,19.5186500549,15
7448,Fiji,2009,143.3802795,69.200804878,NA,3369.8552048594,59.744660595,NA,85
7449,France,2009,4775.846741,81.0682926829,NA,41631.1314123702,25.496217929,17.9666404724,5
7450,Gabon,2009,291.2508164,61.8527073171,NA,8003.7907434078,31.3328452396,NA,94
7451,United Kingdom,2009,3512.059491,80.0512195122,69.7613426884,38010.1004506576,29.1658561768,23.1219406128,85
7452,Georgia,2009,249.3916064,73.5377317073,34.6114517603,2706.5885115817,48.9341321922,NA,96
7453,Ghana,2009,56.09948368,60.3510243902,NA,1095.5032324553,42.3028725496,11.4182701111,23
7454,Guinea,2009,27.55073382,54.9318780488,NA,430.1999535437,30.7932476665,10.3404502869,14
7455,"Gambia, The",2009,24.7353221,57.8816829268,NA,549.5395066685,41.7030200564,NA,99
7456,Guinea-Bissau,2009,36.02677815,53.3206097561,NA,517.1669404154,35.0212345806,NA,13
7457,Equatorial Guinea,2009,861.4972326,50.9653658537,NA,21251.0626004464,91.4113172982,NA,49
7458,Greece,2009,2861.105768,80.187804878,NA,29710.9702950284,28.7616598456,NA,32
7459,Grenada,2009,461.6573647,72.1833658537,NA,7394.9463183485,46.8027841617,NA,95
7460,Guatemala,2009,190.3935796,70.6810487805,23.017233977,2617.1289802599,33.130588883,NA,15
7461,Guyana,2009,165.0604497,65.5056097561,NA,2698.0589910646,75.1751332562,8.1957302094,29
7462,High income,2009,4177.24959,78.374649128,NA,37637.5481641158,26.4432970088,20.4767446518,2
7463,"Hong Kong SAR, China",2009,NA,82.7756097561,33.2219761619,30697.340383517,183.3552007088,13.482919693,18
7464,Honduras,2009,172.643982,72.5342439024,NA,1962.0676054343,57.3747551991,NA,60
7465,Heavily indebted poor countries (HIPC),2009,41.40978054,56.7312310834,NA,684.5720467483,34.7773240721,NA,98
7466,Croatia,2009,1095.203048,76.1682926829,NA,14157.144161951,38.2384874221,NA,11
7467,Haiti,2009,42.79900157,61.3849268293,NA,668.2912904734,42.5742869942,NA,70
7468,Hungary,2009,976.6808258,73.9048780488,80.8622707406,12967.1654278758,70.7737549841,21.7004909515,50
7469,Indonesia,2009,64.19561319,69.933097561,29.9973063816,2262.7207861257,21.3530017001,13.4791898727,98
7470,India,2009,44.23592117,65.413195122,56.007315826,1090.3606038481,25.4273367126,7.4113798141,1
7471,Ireland,2009,5040.390955,79.887804878,66.8668796037,51983.7881819968,80.076129431,20.0225296021,10
